"","vendors","id","price","size","cost_per_size"
"6205","Galleria",20729,28.33,883.89,0.03
"6206","Loblaws",28882,4.15,762.18,0.01
"6207","Metro",93539,47.7,62.58,0.76
"6208","T&T",33951,13.75,315.49,0.04
"6209","Galleria",70875,15.84,767.75,0.02
"6210","Loblaws",11626,16.01,648.15,0.02
"6211","T&T",3049,45.78,484.9,0.09
"6212","Galleria",48240,40.03,281.48,0.14
"6213","No Frills",93504,24.97,892.92,0.03
"6214","Metro",20241,26.83,785.69,0.03
"6215","No Frills",39326,31.36,909.3,0.03
"6216","Loblaws",3913,22.52,803,0.03
"6217","Walmart",7371,33.45,968.6,0.03
"6218","Walmart",59805,33.15,941.12,0.04
"6219","No Frills",54724,6.83,160.66,0.04
"6220","Loblaws",60312,3.04,130.98,0.02
"6221","Save-On-Foods",87492,12.74,122.28,0.1
"6222","Galleria",5500,40.65,665.64,0.06
"6223","No Frills",11993,38.81,912.72,0.04
"6224","Galleria",5861,3.46,923.86,0
"6225","Loblaws",49615,46.96,218.48,0.21
"6226","Save-On-Foods",87787,25.69,494.6,0.05
"6227","No Frills",27411,7.56,450.52,0.02
"6228","Walmart",82066,16.33,556.5,0.03
"6229","Voila",21583,27.62,29.52,0.94
"6230","Loblaws",71650,21.54,607.8,0.04
"6231","Loblaws",4788,12.52,184.65,0.07
"6232","Voila",58112,43.25,346.73,0.12
"6233","T&T",12001,35.99,792.9,0.05
"6234","Loblaws",3674,24.74,145.89,0.17
"6235","T&T",52311,47.62,832.29,0.06
"6236","No Frills",30000,34.2,691.52,0.05
"6237","Galleria",49233,22.1,951.34,0.02
"6238","Loblaws",67931,2.21,515.56,0
"6239","Metro",55115,15.46,355.42,0.04
"6240","No Frills",9422,22.3,238.95,0.09
"6241","Loblaws",14671,30.65,642.9,0.05
"6242","Save-On-Foods",59619,28.76,993.71,0.03
"6243","Save-On-Foods",45337,26.28,544.67,0.05
"6244","Metro",96567,36.4,69.37,0.52
"6245","T&T",94584,24.53,58.38,0.42
"6246","T&T",41873,11.54,105.69,0.11
"6247","Save-On-Foods",84205,47.64,251.51,0.19
"6248","No Frills",30565,5.47,68.45,0.08
"6249","Voila",59165,24.07,397.94,0.06
"6250","Galleria",9225,4.74,586.34,0.01
"6251","No Frills",64903,39.43,348.16,0.11
"6252","Loblaws",57125,29.05,638.41,0.05
"6253","Voila",19717,39.78,878.67,0.05
"6254","Metro",43304,35.34,505.79,0.07
"6255","Loblaws",20354,18.05,333.97,0.05
"6256","Galleria",69435,43.82,740.33,0.06
"6257","Walmart",62704,11.6,814.6,0.01
"6258","Metro",57891,27.4,987.87,0.03
"6259","Loblaws",31472,32.97,191.75,0.17
"6260","T&T",13230,37.84,986.56,0.04
"6261","Galleria",49160,19.29,347.95,0.06
"6262","No Frills",89370,44.26,218.06,0.2
"6263","T&T",91228,48.4,824.59,0.06
"6264","Metro",23001,17.51,156.64,0.11
"6265","No Frills",35635,25.68,424.21,0.06
"6266","Walmart",4976,27.92,553.09,0.05
"6267","Galleria",6330,30.17,764.67,0.04
"6268","No Frills",91833,20.76,472.32,0.04
"6269","No Frills",23289,13.13,718.63,0.02
"6270","T&T",46364,1.31,282.18,0
"6271","Loblaws",16499,24.77,845.05,0.03
"6272","Voila",18895,19.69,5.39,3.65
"6273","No Frills",55613,17.58,84.14,0.21
"6274","Metro",98523,13.14,537.89,0.02
"6275","Walmart",68944,47.4,902.82,0.05
"6276","Loblaws",14063,35.83,746.18,0.05
"6277","T&T",35717,27.18,459.68,0.06
"6278","Galleria",7509,35.76,878.5,0.04
"6279","No Frills",10966,0.44,647.5,0
"6280","Save-On-Foods",79323,29.03,183.88,0.16
"6281","T&T",81660,9.37,391.06,0.02
"6282","T&T",34379,12.34,273.7,0.05
"6283","Voila",93293,41.99,770.6,0.05
"6284","Loblaws",75488,24.16,163.2,0.15
"6285","T&T",64258,25.54,830.55,0.03
"6286","No Frills",72437,10.72,211.88,0.05
"6287","Walmart",88222,7.55,738.17,0.01
"6288","Voila",56247,40.02,227.72,0.18
"6289","Galleria",43556,17.89,193.47,0.09
"6290","Voila",92410,20.32,885.96,0.02
"6291","T&T",88361,25.52,550.49,0.05
"6292","Galleria",34808,31.49,464.43,0.07
"6293","Save-On-Foods",7886,39.45,989.18,0.04
"6294","No Frills",57280,11.72,349.37,0.03
"6295","Walmart",34147,43.51,53.68,0.81
"6296","Galleria",81014,15.87,210.27,0.08
"6297","Loblaws",25603,7.77,861.07,0.01
"6298","Walmart",98235,37.7,297.36,0.13
"6299","Walmart",1184,45.84,323.17,0.14
"6300","Voila",66712,23.72,434.1,0.05
"6301","Galleria",3611,21.16,577.69,0.04
"6302","T&T",43936,33.02,194.27,0.17
"6303","Metro",96502,23.66,623.54,0.04
"6304","No Frills",11459,29.43,209.69,0.14
"6305","No Frills",24449,14.22,646.61,0.02
"6306","Loblaws",75780,24.17,742.74,0.03
"6307","No Frills",8911,36.16,201.22,0.18
"6308","Save-On-Foods",56097,30.62,666.19,0.05
"6309","Walmart",69292,4.16,345.44,0.01
"6310","T&T",71844,45.68,434.65,0.11
"6311","No Frills",87108,35.08,87.67,0.4
"6312","Loblaws",62112,3.99,573.47,0.01
"6313","Loblaws",90408,32.75,913.85,0.04
"6314","Galleria",52014,2.64,395.84,0.01
"6315","Galleria",43107,13.73,440.7,0.03
"6316","No Frills",22384,26.59,561.06,0.05
"6317","Save-On-Foods",8324,8.23,422.43,0.02
"6318","Walmart",92904,13.81,468.48,0.03
"6319","No Frills",1389,38.31,41.09,0.93
"6320","Loblaws",39605,21.9,64.83,0.34
"6321","Voila",61410,40.11,303.62,0.13
"6322","Loblaws",51797,10.4,718.84,0.01
"6323","T&T",16911,21.8,266.93,0.08
"6324","Loblaws",3831,30.16,117.09,0.26
"6325","Walmart",79895,11.39,914.01,0.01
"6326","Voila",44008,5.8,518.42,0.01
"6327","T&T",77057,19.83,679.17,0.03
"6328","Galleria",45503,1.33,146.72,0.01
"6329","Walmart",70084,22.84,777.04,0.03
"6330","No Frills",96621,47.36,535.53,0.09
"6331","Galleria",94480,46.01,690.64,0.07
"6332","T&T",433,36.8,141.24,0.26
"6333","Loblaws",80943,18.13,968.71,0.02
"6334","T&T",71038,39.03,881.75,0.04
"6335","Walmart",70268,42.31,638.52,0.07
"6336","Save-On-Foods",66051,14.54,557.74,0.03
"6337","T&T",74726,27.31,332.37,0.08
"6338","Metro",31524,49.18,165.52,0.3
"6339","T&T",13102,20.06,132.72,0.15
"6340","No Frills",74651,19.73,820.6,0.02
"6341","Galleria",88027,34.18,460.67,0.07
"6342","Loblaws",10992,19.9,699.4,0.03
"6343","Loblaws",44430,1.75,620.93,0
"6344","Save-On-Foods",85594,26.77,16.11,1.66
"6345","Save-On-Foods",85604,23.25,695.64,0.03
"6346","Walmart",33589,3.67,187.6,0.02
"6347","Walmart",99504,39.64,735.5,0.05
"6348","Save-On-Foods",2747,43.71,407.46,0.11
"6349","Galleria",46640,4.69,905.69,0.01
"6350","Metro",23797,37.18,627.47,0.06
"6351","Walmart",15498,3.33,978.75,0
"6352","No Frills",46805,27.23,875.68,0.03
"6353","Galleria",33260,49.16,289.04,0.17
"6354","Voila",78319,49.88,912.65,0.05
"6355","Loblaws",52594,38.85,233.31,0.17
"6356","Voila",95935,20.17,223.56,0.09
"6357","No Frills",4273,16.39,822.81,0.02
"6358","Loblaws",46595,36.7,306.75,0.12
"6359","Galleria",45478,25.3,507.02,0.05
"6360","Galleria",19680,14.33,625.71,0.02
"6361","Loblaws",48623,9.44,821.5,0.01
"6362","Voila",22526,16.52,264.73,0.06
"6363","No Frills",44277,12.46,122.45,0.1
"6364","Walmart",42963,0.29,72.48,0
"6365","T&T",13633,12.59,909.78,0.01
"6366","Save-On-Foods",69153,38.01,689.98,0.06
"6367","Loblaws",1000,18.67,208.15,0.09
"6368","Loblaws",6199,42.07,200.17,0.21
"6369","Save-On-Foods",56522,26.89,905.6,0.03
"6370","No Frills",75320,5.58,979.17,0.01
"6371","Walmart",89927,46.61,81.61,0.57
"6372","T&T",96389,21.72,259.54,0.08
"6373","Save-On-Foods",81157,0.72,478.46,0
"6374","Walmart",47578,12.93,811,0.02
"6375","No Frills",86322,29.09,365.16,0.08
"6376","Metro",13226,11.75,391.58,0.03
"6377","Walmart",41285,6.57,616.17,0.01
"6378","Voila",18881,46.03,721.4,0.06
"6379","Metro",74006,24.19,164.69,0.15
"6380","Voila",81617,21.91,997.24,0.02
"6381","Metro",93487,13.43,934.95,0.01
"6382","No Frills",13773,45.01,324.91,0.14
"6383","T&T",42286,24.72,109.98,0.22
"6384","Loblaws",16033,24.95,543.83,0.05
"6385","Walmart",63199,47.41,542.38,0.09
"6386","Loblaws",70970,47.64,739.13,0.06
"6387","Metro",12093,28.98,495.49,0.06
"6388","Save-On-Foods",21486,5.17,623.51,0.01
"6389","Voila",66465,0.16,212.03,0
"6390","No Frills",67583,48.16,430.95,0.11
"6391","Loblaws",72867,27.22,458.04,0.06
"6392","T&T",20705,21.51,208.46,0.1
"6393","Loblaws",16063,25.28,342.7,0.07
"6394","Walmart",27113,15.16,506.99,0.03
"6395","Voila",32413,29.99,77.12,0.39
"6396","Metro",51031,46.5,137.73,0.34
"6397","Galleria",66716,35.17,332.32,0.11
"6398","T&T",56128,13.23,386.23,0.03
"6399","No Frills",39511,46.46,434.73,0.11
"6400","Galleria",84956,16.52,59.33,0.28
"6401","No Frills",46636,17.77,304.97,0.06
"6402","Galleria",55475,12.45,161.54,0.08
"6403","No Frills",95573,26.8,173.28,0.15
"6404","No Frills",56740,49.58,368.91,0.13
"6405","Galleria",44118,31.28,598.3,0.05
"6406","No Frills",57631,30.33,134.26,0.23
"6407","No Frills",78195,48.2,965.95,0.05
"6408","Walmart",90212,39.83,195.47,0.2
"6409","No Frills",50555,30.22,865.4,0.03
"6410","T&T",69197,42.97,792.57,0.05
"6411","Voila",54752,33.05,417.51,0.08
"6412","T&T",8002,11.72,494.13,0.02
"6413","T&T",45902,42.12,966.4,0.04
"6414","T&T",43713,22.72,976.64,0.02
"6415","Save-On-Foods",65928,4.48,636.36,0.01
"6416","No Frills",23110,15.85,569.6,0.03
"6417","Galleria",78761,44.67,484.84,0.09
"6418","Loblaws",9632,21.17,196.87,0.11
"6419","Loblaws",85677,38.78,204.14,0.19
"6420","T&T",67342,7.48,59.79,0.13
"6421","Galleria",15036,14.61,876.78,0.02
"6422","T&T",67699,7.1,109.14,0.07
"6423","No Frills",88960,5.37,686.31,0.01
"6424","Loblaws",73338,10.19,536.37,0.02
"6425","No Frills",67517,47.38,824.98,0.06
"6426","Save-On-Foods",78064,45.36,694.93,0.07
"6427","Loblaws",25417,10.91,928.76,0.01
"6428","Galleria",34178,39.74,86.46,0.46
"6429","Save-On-Foods",47466,7.43,850.72,0.01
"6430","Galleria",26982,20.6,740.83,0.03
"6431","Loblaws",82543,47.49,283.89,0.17
"6432","Galleria",73468,43.08,399.66,0.11
"6433","Loblaws",34529,44.84,337.68,0.13
"6434","T&T",87765,31.54,302.07,0.1
"6435","Save-On-Foods",92295,44.57,89.59,0.5
"6436","T&T",32793,41.4,469.6,0.09
"6437","T&T",66165,1.43,858.33,0
"6438","Save-On-Foods",15800,33.77,477.83,0.07
"6439","Loblaws",55665,25.97,291.12,0.09
"6440","Walmart",93255,47.16,716.06,0.07
"6441","Voila",26093,23.98,224.89,0.11
"6442","Save-On-Foods",81436,18.36,750.2,0.02
"6443","Save-On-Foods",76473,8.81,883.6,0.01
"6444","T&T",80972,32.99,421.73,0.08
"6445","Loblaws",93862,14.51,747.11,0.02
"6446","Galleria",18905,15.2,632.01,0.02
"6447","Loblaws",98290,0.58,430.73,0
"6448","Save-On-Foods",41282,18.14,721.3,0.03
"6449","Galleria",75441,26.66,225.33,0.12
"6450","Metro",19378,26.19,713.71,0.04
"6451","Galleria",3483,39.02,612.93,0.06
"6452","Walmart",42647,40.51,782.51,0.05
"6453","Loblaws",68389,44.32,890.84,0.05
"6454","Loblaws",39634,2.2,865.35,0
"6455","Galleria",76363,16.17,112.58,0.14
"6456","Galleria",45534,34.91,528.39,0.07
"6457","Save-On-Foods",63664,8.85,370.93,0.02
"6458","Galleria",82368,30.21,822.12,0.04
"6459","Voila",16204,22.31,132.1,0.17
"6460","Loblaws",29059,37.65,826.18,0.05
"6461","Metro",62870,38.93,85.68,0.45
"6462","No Frills",62764,4.46,460.4,0.01
"6463","T&T",60307,10.08,799.03,0.01
"6464","Loblaws",81630,16.23,263.85,0.06
"6465","Save-On-Foods",27776,9.05,564.98,0.02
"6466","Walmart",29116,29.21,980.71,0.03
"6467","Loblaws",35914,31.41,47.31,0.66
"6468","Walmart",79879,36.45,490.25,0.07
"6469","Save-On-Foods",44361,1.68,428.4,0
"6470","Loblaws",14648,20.27,575.27,0.04
"6471","Save-On-Foods",5032,6.58,235.27,0.03
"6472","Loblaws",95390,39.93,965.98,0.04
"6473","No Frills",7329,5.83,333.84,0.02
"6474","Metro",26315,25.6,193.17,0.13
"6475","Loblaws",67833,46.22,857.99,0.05
"6476","Loblaws",12474,49.25,528.23,0.09
"6477","Loblaws",90765,22.45,422.69,0.05
"6478","Galleria",97146,17.54,412.41,0.04
"6479","T&T",87043,26.83,805.74,0.03
"6480","T&T",42839,42.06,287.96,0.15
"6481","Metro",93648,32.29,36.06,0.9
"6482","Save-On-Foods",4485,47.93,262.6,0.18
"6483","Walmart",84186,16.22,562.4,0.03
"6484","Walmart",40781,11.57,155.6,0.07
"6485","Galleria",15818,10.54,390.74,0.03
"6486","No Frills",57745,9.28,615.18,0.02
"6487","Galleria",69169,22.79,596.49,0.04
"6488","T&T",61199,9.88,579.05,0.02
"6489","T&T",61898,40.64,39.44,1.03
"6490","Galleria",75516,36.16,402.46,0.09
"6491","Loblaws",68219,15.31,688.21,0.02
"6492","Galleria",9214,32.44,529.02,0.06
"6493","Walmart",27347,8.47,527.59,0.02
"6494","T&T",93616,44.92,353.55,0.13
"6495","Voila",95670,33.41,939.16,0.04
"6496","Voila",97883,45.17,1.82,24.82
"6497","Save-On-Foods",72257,8.49,2.46,3.45
"6498","No Frills",28609,12.58,984.85,0.01
"6499","Metro",53673,29.27,483.65,0.06
"6500","No Frills",93604,1.87,576.79,0
"6501","Galleria",44874,10.73,779.21,0.01
"6502","Loblaws",18217,32.83,795.08,0.04
"6503","Save-On-Foods",19354,1.75,901.71,0
"6504","Voila",62607,49.85,560.86,0.09
"6505","Loblaws",13767,43.16,851.39,0.05
"6506","Save-On-Foods",32376,35.05,34.99,1
"6507","Save-On-Foods",64234,49.29,596.29,0.08
"6508","Metro",74904,3.44,976.03,0
"6509","Loblaws",72524,20.93,506.41,0.04
"6510","Galleria",33901,30.9,681.99,0.05
"6511","No Frills",67901,11.8,632.4,0.02
"6512","Loblaws",39995,13.29,22.13,0.6
"6513","No Frills",97086,42.48,131.08,0.32
"6514","Galleria",26084,37.63,246.49,0.15
"6515","Loblaws",24767,39.09,856.57,0.05
"6516","Voila",23021,34.51,754.6,0.05
"6517","Walmart",62256,6.73,999.68,0.01
"6518","No Frills",85374,48.59,554.98,0.09
"6519","T&T",10190,34.13,983.34,0.03
"6520","Voila",12646,43.02,41.8,1.03
"6521","Loblaws",89913,45.72,107.22,0.43
"6522","Metro",68203,38.56,286.83,0.13
"6523","Voila",91796,21.9,150.75,0.15
"6524","Voila",85109,26.97,923.85,0.03
"6525","Loblaws",55400,12.55,572.2,0.02
"6526","Voila",70390,44.71,64.42,0.69
"6527","Metro",1135,45.41,387.71,0.12
"6528","T&T",49938,42.04,410.86,0.1
"6529","Loblaws",86887,17.17,564.5,0.03
"6530","Walmart",89349,34.03,769.28,0.04
"6531","Walmart",12135,11.18,227.21,0.05
"6532","Save-On-Foods",61119,4.9,422.32,0.01
"6533","T&T",36599,39.52,214.63,0.18
"6534","Loblaws",62843,1.25,324.89,0
"6535","Voila",85803,39.35,493.97,0.08
"6536","Metro",50754,32.62,521.46,0.06
"6537","Walmart",86370,33.97,35.5,0.96
"6538","Galleria",88759,20.46,650.58,0.03
"6539","No Frills",37431,35.14,477.92,0.07
"6540","Loblaws",4053,39.78,165.82,0.24
"6541","T&T",14552,26.61,405.19,0.07
"6542","Save-On-Foods",25215,36.88,116.05,0.32
"6543","T&T",82390,49.59,243.26,0.2
"6544","Galleria",34957,23.41,249.73,0.09
"6545","Galleria",51839,32.45,967.9,0.03
"6546","Save-On-Foods",52366,1.68,466.78,0
"6547","No Frills",23612,16.57,391.08,0.04
"6548","No Frills",51169,26.82,340.4,0.08
"6549","Walmart",38619,47.06,111.62,0.42
"6550","Loblaws",17004,21.39,935.17,0.02
"6551","Loblaws",25411,12.67,778.78,0.02
"6552","Save-On-Foods",85961,36.77,715.48,0.05
"6553","No Frills",37381,11.51,198.45,0.06
"6554","Voila",86236,23.47,759.19,0.03
"6555","T&T",70962,43.44,246.42,0.18
"6556","Voila",2382,36.69,272.56,0.13
"6557","Save-On-Foods",9969,41.44,676.92,0.06
"6558","Loblaws",76023,17.05,82.68,0.21
"6559","Metro",35110,38.1,847.46,0.04
"6560","T&T",20001,3.09,570.35,0.01
"6561","Metro",85310,7.44,392.32,0.02
"6562","Loblaws",17130,7.34,372.79,0.02
"6563","No Frills",11991,48.72,68.52,0.71
"6564","Metro",96,16.44,739.01,0.02
"6565","Loblaws",41055,45.54,633.79,0.07
"6566","Galleria",99733,39.22,537.53,0.07
"6567","T&T",7628,16.43,904.16,0.02
"6568","Loblaws",74258,43.93,4,10.98
"6569","Metro",13105,30.88,492.74,0.06
"6570","Walmart",28289,26.98,18.87,1.43
"6571","Walmart",972,42.34,155.44,0.27
"6572","Galleria",91149,45.86,186.46,0.25
"6573","Save-On-Foods",51342,13.17,320.42,0.04
"6574","T&T",34662,18.65,532.01,0.04
"6575","Metro",9320,45.42,417.07,0.11
"6576","Save-On-Foods",38891,32.95,751.68,0.04
"6577","No Frills",79198,35.1,930.56,0.04
"6578","T&T",34642,22.13,972.16,0.02
"6579","Galleria",85151,14.7,259.86,0.06
"6580","Galleria",2895,32.59,954.76,0.03
"6581","T&T",10824,0.28,6.19,0.05
"6582","No Frills",63054,7.31,845.92,0.01
"6583","Loblaws",20144,35.23,500.08,0.07
"6584","Loblaws",37188,38.06,824.92,0.05
"6585","Voila",28531,21.1,0.97,21.75
"6586","Galleria",37295,37.78,617.27,0.06
"6587","No Frills",44018,34.09,420.33,0.08
"6588","Voila",26681,34.38,909.03,0.04
"6589","Galleria",13014,33.57,703.68,0.05
"6590","Save-On-Foods",19582,49.35,92.99,0.53
"6591","Loblaws",48211,44.15,546.15,0.08
"6592","Walmart",49034,45.89,508,0.09
"6593","Metro",73413,23.6,845.56,0.03
"6594","Save-On-Foods",29309,7.58,936.96,0.01
"6595","T&T",13637,5.26,472.37,0.01
"6596","Loblaws",57995,47.61,116.17,0.41
"6597","Walmart",68534,14.2,734.44,0.02
"6598","Save-On-Foods",84835,6.12,531.58,0.01
"6599","Voila",10642,43.68,889.68,0.05
"6600","Save-On-Foods",29316,41.02,912.89,0.04
"6601","T&T",87019,48.15,635.29,0.08
"6602","Loblaws",74683,8.61,113.71,0.08
"6603","Loblaws",76877,29.66,323.23,0.09
"6604","Walmart",77587,34.23,592.21,0.06
"6605","Loblaws",28646,21.35,505.51,0.04
"6606","Voila",12695,7.34,651.66,0.01
"6607","T&T",22505,27.27,574,0.05
"6608","No Frills",74433,36.24,891.12,0.04
"6609","Voila",77753,11.99,267.41,0.04
"6610","No Frills",26660,2.88,651.96,0
"6611","Save-On-Foods",86934,7.49,393.82,0.02
"6612","Metro",91080,39.43,700.34,0.06
"6613","Voila",49880,34.69,436.76,0.08
"6614","T&T",28702,44.34,636.58,0.07
"6615","Loblaws",28300,4.47,614.03,0.01
"6616","No Frills",5524,22.26,425.59,0.05
"6617","Loblaws",80439,33.47,698.8,0.05
"6618","Voila",75670,35.89,635.35,0.06
"6619","T&T",88726,0.92,951.07,0
"6620","Galleria",52455,30.86,803.26,0.04
"6621","Voila",65969,22.18,394.07,0.06
"6622","Galleria",86970,42.59,762.22,0.06
"6623","Walmart",26781,27.81,638.04,0.04
"6624","Galleria",21561,9.4,729.96,0.01
"6625","Voila",15984,42.87,914.69,0.05
"6626","Voila",66847,44.41,459.2,0.1
"6627","Loblaws",87518,0.33,134.93,0
"6628","Walmart",95050,15.24,254.94,0.06
"6629","Loblaws",88773,1.97,220.07,0.01
"6630","Loblaws",48884,32.2,387.98,0.08
"6631","Save-On-Foods",34252,48.41,134.93,0.36
"6632","Loblaws",71903,35.69,969.77,0.04
"6633","Walmart",90757,42.36,775.82,0.05
"6634","Walmart",35881,17.25,955.89,0.02
"6635","Save-On-Foods",71730,18.25,145.66,0.13
"6636","Loblaws",46385,29.48,170.66,0.17
"6637","Loblaws",18813,27.81,214.5,0.13
"6638","Loblaws",88880,30.63,577.41,0.05
"6639","T&T",41005,30.79,244.73,0.13
"6640","Metro",32480,8.78,594.54,0.01
"6641","T&T",55437,45.53,89.57,0.51
"6642","Loblaws",39253,1.28,907.77,0
"6643","Walmart",8595,49.99,828.85,0.06
"6644","T&T",17936,31.83,890.29,0.04
"6645","Walmart",58199,18.31,280.52,0.07
"6646","Save-On-Foods",14582,22.01,72.57,0.3
"6647","Voila",38842,17.13,186.06,0.09
"6648","Loblaws",49075,33.09,248.37,0.13
"6649","Metro",84310,4.55,646.43,0.01
"6650","Galleria",96887,29.84,675.17,0.04
"6651","Walmart",48359,0.07,934.85,0
"6652","Save-On-Foods",32519,7.94,236.23,0.03
"6653","Save-On-Foods",51163,48.36,51.8,0.93
"6654","Galleria",22510,43.63,360.51,0.12
"6655","Loblaws",39437,49.44,127.44,0.39
"6656","Voila",79567,25.13,29,0.87
"6657","Galleria",83651,3.5,335.08,0.01
"6658","No Frills",40422,25.82,458.47,0.06
"6659","Galleria",32833,24.71,292.27,0.08
"6660","Loblaws",71034,21.61,165.04,0.13
"6661","Loblaws",39633,2.38,610.64,0
"6662","Walmart",90701,4.85,484.63,0.01
"6663","T&T",5438,22.63,93.76,0.24
"6664","No Frills",60474,7.61,74.94,0.1
"6665","Loblaws",45351,42,28.55,1.47
"6666","Loblaws",53191,18.62,662.57,0.03
"6667","Voila",77288,0.74,19.46,0.04
"6668","Walmart",47504,13.52,988.57,0.01
"6669","Loblaws",2030,25.05,361.67,0.07
"6670","Save-On-Foods",77644,17.82,449.03,0.04
"6671","Voila",94939,46.21,915.19,0.05
"6672","T&T",98664,33.72,801.41,0.04
"6673","Voila",71125,35.76,251.05,0.14
"6674","T&T",99882,37.78,189.37,0.2
"6675","Walmart",74628,5.04,136.13,0.04
"6676","Loblaws",71572,10.44,401.64,0.03
"6677","Loblaws",96390,11.73,134.57,0.09
"6678","No Frills",7879,4.78,654,0.01
"6679","Voila",21503,18.79,142.89,0.13
"6680","Loblaws",5070,47.68,443.25,0.11
"6681","Galleria",50471,5.85,284.19,0.02
"6682","Voila",46609,16,676.33,0.02
"6683","No Frills",45877,30.64,548.71,0.06
"6684","Walmart",51203,48.99,121.12,0.4
"6685","Galleria",21948,44.34,249.81,0.18
"6686","Voila",362,46.25,855.64,0.05
"6687","Metro",66778,1.49,281.88,0.01
"6688","Galleria",92826,47.66,669.2,0.07
"6689","Galleria",92921,34.7,209.48,0.17
"6690","Save-On-Foods",48924,46.81,556.9,0.08
"6691","Galleria",43733,34.27,23.13,1.48
"6692","Save-On-Foods",57196,1.65,106.92,0.02
"6693","Save-On-Foods",1732,19.03,122.37,0.16
"6694","No Frills",65782,5.28,730.83,0.01
"6695","No Frills",81494,26.73,915.7,0.03
"6696","No Frills",95889,26.11,24.14,1.08
"6697","Galleria",44955,11.84,302.8,0.04
"6698","T&T",55694,28.96,853.98,0.03
"6699","Metro",53149,36.66,609.58,0.06
"6700","T&T",21841,42.18,763.62,0.06
"6701","Metro",61501,35.05,897.76,0.04
"6702","Save-On-Foods",36467,39.38,560.37,0.07
"6703","T&T",46426,47.71,311.07,0.15
"6704","Loblaws",13766,30.95,893.05,0.03
"6705","Metro",63593,7.67,829.48,0.01
"6706","T&T",84116,26.92,860.69,0.03
"6707","No Frills",18859,39.85,100.55,0.4
"6708","Galleria",35327,25.26,618.99,0.04
"6709","Galleria",3661,35.31,193.09,0.18
"6710","No Frills",2254,16.1,12.52,1.29
"6711","T&T",4755,22.97,721.94,0.03
"6712","Loblaws",79946,9.2,501.78,0.02
"6713","Walmart",76482,40.75,757.49,0.05
"6714","Loblaws",35751,30.13,527.81,0.06
"6715","No Frills",28931,33.25,551.88,0.06
"6716","Metro",17333,37.21,262.64,0.14
